,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Time,Payment,Rating,Tax_5%,Total,City
2941,825-94-5922,B,Normal,Male,Sports and travel,25.31,2,2019-03-02,19:26:00,Ewallet,7.2,2.531,53.150999999999996,Mandalay
2942,641-62-7288,B,Normal,Male,Home and lifestyle,99.92,6,2019-03-24,13:33:00,Ewallet,7.1,29.976,629.496,Mandalay
2946,501-61-1753,B,Normal,Female,Home and lifestyle,63.15,6,2019-01-03,20:24:00,Ewallet,9.8,18.945,397.84499999999997,Mandalay
2959,676-10-2200,B,Member,Male,Fashion accessories,53.78,1,2019-02-03,20:13:00,Ewallet,4.7,2.689,56.469,Mandalay
2961,365-16-4334,B,Normal,Female,Food and beverages,26.43,8,2019-02-24,14:26:00,Ewallet,8.9,10.572000000000001,222.012,Mandalay
2962,503-21-4385,B,Member,Male,Health and beauty,39.91,3,2019-02-21,12:40:00,Ewallet,9.3,5.9864999999999995,125.7165,Mandalay
2963,305-89-2768,B,Member,Female,Home and lifestyle,21.9,3,2019-01-09,18:43:00,Ewallet,4.7,3.2849999999999997,68.98499999999999,Mandalay
2964,574-80-1489,B,Member,Female,Food and beverages,62.85,4,2019-02-25,13:22:00,Ewallet,8.7,12.57,263.97,Mandalay
2966,200-40-6154,B,Member,Male,Home and lifestyle,65.91,6,2019-02-09,11:45:00,Cash,5.7,19.773,415.233,Mandalay
2969,430-02-3888,B,Normal,Male,Electronic accessories,46.02,6,2019-02-07,15:55:00,Cash,7.1,13.806000000000001,289.926,Mandalay
2976,794-42-3736,B,Normal,Male,Food and beverages,33.33,2,2019-01-26,14:41:00,Credit card,6.4,3.333,69.993,Mandalay
2977,172-42-8274,B,Normal,Female,Electronic accessories,38.27,2,2019-03-02,18:18:00,Credit card,5.8,3.8270000000000004,80.367,Mandalay
2981,214-30-2776,B,Member,Female,Electronic accessories,34.49,5,2019-03-11,19:44:00,Credit card,9.0,8.6225,181.07250000000002,Mandalay
2982,746-04-1077,B,Member,Female,Food and beverages,84.63,10,2019-01-01,11:36:00,Credit card,9.0,42.315,888.615,Mandalay
2983,448-34-8700,B,Member,Male,Home and lifestyle,36.91,7,2019-02-10,13:51:00,Ewallet,6.7,12.918500000000002,271.2885,Mandalay
2984,452-04-8808,B,Normal,Male,Electronic accessories,87.08,7,2019-01-26,15:17:00,Cash,5.5,30.477999999999998,640.0379999999999,Mandalay
2987,883-69-1285,B,Member,Male,Fashion accessories,49.92,2,2019-03-06,11:55:00,Credit card,7.0,4.992000000000001,104.83200000000001,Mandalay
2989,518-71-6847,B,Member,Male,Food and beverages,26.6,6,2019-02-26,15:10:00,Ewallet,4.9,7.980000000000001,167.58,Mandalay
2990,156-20-0370,B,Normal,Female,Electronic accessories,25.45,1,2019-03-10,18:10:00,Credit card,5.1,1.2725,26.7225,Mandalay
2991,151-33-7434,B,Normal,Female,Food and beverages,67.77,1,2019-02-04,20:43:00,Credit card,6.5,3.3885,71.15849999999999,Mandalay
2997,374-38-5555,B,Normal,Female,Fashion accessories,63.71,5,2019-02-07,19:30:00,Ewallet,8.5,15.927500000000002,334.4775,Mandalay
2998,764-44-8999,B,Normal,Female,Health and beauty,14.76,2,2019-02-18,14:42:00,Ewallet,4.3,1.476,30.996,Mandalay
2999,552-44-5977,B,Member,Male,Health and beauty,62.0,8,2019-01-03,19:08:00,Credit card,6.2,24.8,520.8,Mandalay
3001,430-53-4718,B,Member,Male,Health and beauty,75.37,8,2019-01-28,15:46:00,Credit card,8.4,30.148000000000003,633.1080000000001,Mandalay
3003,602-16-6955,B,Normal,Female,Sports and travel,76.6,10,2019-01-24,18:10:00,Ewallet,6.0,38.300000000000004,804.3,Mandalay
3005,690-01-6631,B,Normal,Male,Fashion accessories,17.49,10,2019-02-22,18:35:00,Ewallet,6.6,8.745,183.64499999999998,Mandalay
3008,303-96-2227,B,Normal,Female,Home and lifestyle,97.38,10,2019-03-02,17:16:00,Ewallet,4.4,48.69,1022.49,Mandalay
